ag_names,year,officers_total,population,ori,agency_name,agency_type_name,county_name,v_crime,n_v,value_v,n_nv,value_nv,n_kill,drug_use,tot_pop,black,med_inc,black_perc
doraville police department,2018,42,10625,GA0440600,Doraville Police Department,City,dekalb,126,0,0,0,0,0,0.1001136047,743187,401085,59280,0.539682475608427
dougherty co brd educ dept,2009,3,0,GA0470500,Dougherty County Board of Education,Other,dougherty,0,0,0,0,0,0,0.0851855599,95330,60652,34597,0.6362320360851778
dougherty co brd educ dept,2010,20,0,GA0470500,Dougherty County Board of Education,Other,dougherty,5,0,0,0,0,0,0.0851855599,94514,62300,32435,0.6591616056880463
dougherty co brd educ dept,2011,20,0,GA0470500,Dougherty County Board of Education,Other,dougherty,11,0,0,0,0,0,0.0851855599,94616,62810,32364,0.6638412107888729
dougherty co brd educ dept,2012,3,0,GA0470500,Dougherty County Board of Education,Other,dougherty,7,0,0,0,0,0,0.0851855599,94591,63492,31789,0.6712266494698227
dougherty co brd educ dept,2013,3,0,GA0470500,Dougherty County Board of Education,Other,dougherty,0,0,0,0,0,0,0.0851855599,94220,63431,31671,0.6732222458076842
dougherty co brd educ dept,2014,20,0,GA0470500,Dougherty County Board of Education,Other,dougherty,10,0,0,0,0,0,0.0851855599,93890,63429,31458,0.6755671530514432
dougherty co brd educ dept,2015,20,0,GA0470500,Dougherty County Board of Education,Other,dougherty,12,0,0,0,0,0,0.0851855599,93310,63207,32084,0.6773872039438431
dougherty co brd educ dept,2016,20,0,GA0470500,Dougherty County Board of Education,Other,dougherty,5,0,0,0,0,0,0.0851855599,92326,63267,33605,0.6852565907761627
dougherty co brd educ dept,2017,19,0,GA0470500,Dougherty County Board of Education,Other,dougherty,15,0,0,0,0,0,0.0851855599,91522,62752,34541,0.6856493520683552
dougherty co brd educ dept,2018,19,0,GA0470500,Dougherty County Board of Education,Other,dougherty,21,0,0,0,0,0,0.0851855599,91049,62847,37633,0.6902546980197476
dougherty county police department,2009,35,19580,GA0470200,Dougherty County Police Department,County,dougherty,195,0,0,0,0,0,0.0851855599,95330,60652,34597,0.6362320360851778
dougherty county police department,2010,46,17131,GA0470200,Dougherty County Police Department,County,dougherty,25,0,0,0,0,0,0.0851855599,94514,62300,32435,0.6591616056880463
dougherty county police department,2011,39,17356,GA0470200,Dougherty County Police Department,County,dougherty,189,0,0,0,0,0,0.0851855599,94616,62810,32364,0.6638412107888729
dougherty county police department,2012,41,17287,GA0470200,Dougherty County Police Department,County,dougherty,211,0,0,0,0,0,0.0851855599,94591,63492,31789,0.6712266494698227
dougherty county police department,2013,44,17065,GA0470200,Dougherty County Police Department,County,dougherty,135,0,0,0,0,0,0.0851855599,94220,63431,31671,0.6732222458076842
dougherty county police department,2014,46,17004,GA0470200,Dougherty County Police Department,County,dougherty,130,0,0,0,0,0,0.0851855599,93890,63429,31458,0.6755671530514432
dougherty county police department,2015,46,16681,GA0470200,Dougherty County Police Department,County,dougherty,130,0,0,0,0,0,0.0851855599,93310,63207,32084,0.6773872039438431
dougherty county police department,2016,40,16276,GA0470200,Dougherty County Police Department,County,dougherty,151,0,0,0,0,0,0.0851855599,92326,63267,33605,0.6852565907761627
dougherty county police department,2017,43,16183,GA0470200,Dougherty County Police Department,County,dougherty,130,0,0,0,0,0,0.0851855599,91522,62752,34541,0.6856493520683552
dougherty county police department,2018,43,16183,GA0470200,Dougherty County Police Department,County,dougherty,131,0,0,0,0,0,0.0851855599,91049,62847,37633,0.6902546980197476
dougherty county sheriff's department,2009,233,0,GA0470000,Dougherty County Sheriff's Office,County,dougherty,8,0,0,0,0,0,0.0851855599,95330,60652,34597,0.6362320360851778
dougherty county sheriff's department,2010,231,0,GA0470000,Dougherty County Sheriff's Office,County,dougherty,5,0,0,0,0,0,0.0851855599,94514,62300,32435,0.6591616056880463
dougherty county sheriff's department,2011,53,0,GA0470000,Dougherty County Sheriff's Office,County,dougherty,15,0,0,0,0,0,0.0851855599,94616,62810,32364,0.6638412107888729
dougherty county sheriff's department,2012,233,0,GA0470000,Dougherty County Sheriff's Office,County,dougherty,11,0,0,0,0,0,0.0851855599,94591,63492,31789,0.6712266494698227
dougherty county sheriff's department,2013,108,0,GA0470000,Dougherty County Sheriff's Office,County,dougherty,10,0,0,0,0,0,0.0851855599,94220,63431,31671,0.6732222458076842
dougherty county sheriff's department,2014,108,0,GA0470000,Dougherty County Sheriff's Office,County,dougherty,6,0,0,0,0,0,0.0851855599,93890,63429,31458,0.6755671530514432
dougherty county sheriff's department,2015,219,0,GA0470000,Dougherty County Sheriff's Office,County,dougherty,4,0,0,0,0,0,0.0851855599,93310,63207,32084,0.6773872039438431
